gene,seq_length,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30
Trmt1l,460,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rpp14,122,1,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0
Ppa1,289,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,-1,1,0,0,0,0,0
Dnaja1,397,1,0,1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,1,0,0,1,1,0,0
Plcl2,1128,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Eif2ak2,515,1,0,0,-1,0,0,0,0,0,0,-1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0
Sdhaf2,164,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cndp2,475,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,-1,1,0,0,1,1,0,0,-1,0,0,0,0,0,0
Isy1,285,1,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,1,0,1,-1,1,1,0
Mmp13,472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
Trim14,440,1,0,0,-1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,-1,1,0,0
Plod3,741,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
Tcof1,1356,1,0,-1,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0
